frame,group,session,user_speak_mean,user_speak_sd,user_turns_mean,user_turns_sd,user_add_mean,user_add_sd,user_del_mean,user_del_sd,AU01_grp_avg,AU01_grp_std,AU02_grp_avg,AU02_grp_std,AU04_grp_avg,AU04_grp_std,AU05_grp_avg,AU05_grp_std,AU06_grp_avg,AU06_grp_std,AU07_grp_avg,AU07_grp_std,AU09_grp_avg,AU09_grp_std,AU10_grp_avg,AU10_grp_std,AU11_grp_avg,AU11_grp_std,AU12_grp_avg,AU12_grp_std,AU14_grp_avg,AU14_grp_std,AU15_grp_avg,AU15_grp_std,AU17_grp_avg,AU17_grp_std,AU20_grp_avg,AU20_grp_std,AU23_grp_avg,AU23_grp_std,AU24_grp_avg,AU24_grp_std,AU25_grp_avg,AU25_grp_std,AU26_grp_avg,AU26_grp_std,AU28_grp_avg,AU28_grp_std,AU43_grp_avg,AU43_grp_std,head_rotate_x_mean_grp_avg,head_rotate_x_mean_grp_std,head_rotate_x_std_grp_avg,head_rotate_x_std_grp_std,head_rotate_y_mean_grp_avg,head_rotate_y_mean_grp_std,head_rotate_y_std_grp_avg,head_rotate_y_std_grp_std,head_rotate_z_mean_grp_avg,head_rotate_z_mean_grp_std,head_rotate_z_std_grp_avg,head_rotate_z_std_grp_std,mouth_area_mean_grp_avg,mouth_area_mean_grp_std,mouth_area_std_grp_avg,mouth_area_std_grp_std,CQ
1,87_1,87,3.960666666666667,1.095701398901889,2.333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317,0.0,0.0,6.333333333333333,4.109609335312651,4.0,3.265986323710904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.242640687119285,7.333333333333333,5.734883511361751,0.0,0.0,0.0,0.0,29.666666666666668,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4627910052910051,5.886953958626714,4.8630953471710034,4.279730750995592,111.73849206349206,8.547014196026968,41.49589093551808,6.946878044864275,34.95712962962964,93.28163347818644,81.85182121061588,38.7816925748217,164.08392195767195,43.92654088263561,57.22893188600198,42.971426249313744,2.6666666666666665
2,87_1,87,2.578333333333333,1.2088811172135807,1.6666666666666667,0.4714045207910317,63.333333333333336,89.56685895029602,4.0,5.656854249492381,0.0,0.0,0.0,0.0,6.666666666666667,7.318166133366716,4.0,4.96655480858378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,1.0,0.816496580927726,9.333333333333334,6.79869268479038,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.42154761904762,9.70374511930904,9.27843035433784,8.6632443079618,76.46902116402116,22.99271562892616,73.94911587053123,18.365285535838662,21.17306878306879,85.36568114388461,78.81269657103012,20.32028442297431,166.25330026455026,54.78374284659792,81.64162388501707,47.70180849616583,5.666666666666667
3,87_1,87,5.400333333333332,3.2693926381244296,2.6666666666666665,1.247219128924647,12.333333333333334,17.441967269268172,0.3333333333333333,0.4714045207910317,4.666666666666667,4.109609335312651,0.0,0.0,2.0,2.8284271247461903,3.0,2.160246899469287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,3.091206165165235,5.666666666666667,4.189935029992179,0.0,0.0,0.0,0.0,27.666666666666668,3.299831645537222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.911785714285714,3.321937214439933,7.213575754039482,6.161394227129946,59.66201058201059,46.477687442928485,65.9236487204903,9.357668611191336,29.160992063492063,61.40571668219576,88.38874798855359,18.887171825605424,147.5440013227513,35.195218555360825,76.30416240376681,46.99586494355342,7.0
4,87_1,87,2.56,2.2228510221485083,1.3333333333333333,0.9428090415820634,5.0,7.071067811865476,1.0,1.4142135623730951,3.333333333333333,3.39934634239519,0.0,0.0,9.0,6.97614984548545,11.0,12.83225103661344,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.6666666666666666,0.9428090415820634,3.333333333333333,4.714045207910316,7.666666666666667,5.436502143433364,0.0,0.0,0.0,0.0,28.0,2.8284271247461903,0.6666666666666666,0.9428090415820634,0.0,0.0,0.0,0.0,0.0,0.0,-0.3798148148148146,5.748249157904023,5.314594196808077,3.850570069574436,98.2412962962963,40.40689199946268,48.59156343606977,36.771224659253456,-20.43537037037037,70.72036858635848,92.41947120982576,12.070066733303316,223.8928703703704,19.430498168360103,86.26886184976725,71.87880434996501,5.666666666666667
5,87_1,87,3.168333333333333,2.2922900243109634,1.3333333333333333,0.4714045207910317,12.333333333333334,10.338708279513884,1.6666666666666667,1.699673171197595,0.0,0.0,0.0,0.0,12.0,9.092121131323903,8.333333333333334,11.08552609887726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,7.93025150224688,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.606428571428572,7.563972361871538,7.136002011215297,6.081457431897525,91.20957671957672,41.43856620837588,60.48088724278344,21.09019754410421,3.2773544973544944,70.40374427355654,88.84613045688354,9.06387527033571,213.07628306878303,36.3077079353567,66.37496743844548,39.97946495110426,14.0
6,87_1,87,4.741333333333333,1.2889999569002664,2.6666666666666665,0.4714045207910317,23.0,32.526911934581186,0.0,0.0,4.0,4.96655480858378,0.0,0.0,12.666666666666666,10.624918300339486,6.666666666666667,9.428090415820632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,10.370899457402697,13.0,11.51810169544733,0.0,0.0,0.0,0.0,27.0,4.242640687119285,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,-4.061534391534392,9.258277088951523,7.52092775398857,7.046855496792158,76.63232804232804,19.45378737652545,78.23988463398437,13.68616158635843,22.070158730158727,55.8227267044262,100.60803843571678,17.643523485290338,150.1104365079365,10.006985667700585,48.52002138653274,13.587684002519811,14.0
7,87_1,87,3.9653333333333336,3.169162069415546,1.3333333333333333,0.9428090415820634,8.666666666666666,12.256517540566824,0.3333333333333333,0.4714045207910317,1.0,0.816496580927726,0.0,0.0,10.0,6.377042156569663,2.6666666666666665,2.494438257849294,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.741657386773941,7.0,6.683312551921141,0.0,0.0,0.0,0.0,29.666666666666668,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.732288359788359,10.06453355788192,7.606543011575547,5.616929158134572,71.21076719576719,34.84138164198074,63.73634107942994,22.38717808317579,2.06345238095238,73.27069116654388,93.90205619476252,12.84479611595906,139.07642857142858,26.54289174705572,31.71933520099499,7.860377495392455,14.0
8,87_1,87,4.828,2.5681896347427307,1.3333333333333333,0.4714045207910317,16.666666666666668,5.436502143433364,0.6666666666666666,0.9428090415820634,3.333333333333333,4.714045207910316,0.0,0.0,9.333333333333334,6.018490028422597,0.6666666666666666,0.9428090415820634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,5.333333333333333,5.557777333511022,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.201693121693124,13.773925718175567,12.186631452644685,7.05559592903654,66.530291005291,7.528856362258004,65.85746736941582,5.771933956968481,-4.998981481481484,89.1937841712684,78.42692349038828,7.551101919770104,192.16321428571428,43.28695492824093,79.72150865340943,36.12702587711503,11.0
9,87_1,87,3.2390000000000003,2.9625712930943395,1.0,0.816496580927726,14.666666666666666,18.66071333637121,2.6666666666666665,3.091206165165235,6.0,8.48528137423857,0.0,0.0,14.0,9.626352718795768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,3.0,1.4142135623730951,8.333333333333334,5.436502143433364,0.0,0.0,0.0,0.0,28.666666666666668,1.8856180831641267,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.6666666666666666,0.9428090415820634,-9.067566137566136,10.787258468623502,15.974202014061088,8.664145915203335,61.93449735449736,47.401090935805286,75.05331832370898,21.52732213879177,19.4919708994709,35.110319048855885,104.08308963597943,17.478629052348687,237.07631613756607,139.07103677561517,97.3517510192524,74.49836739200282,11.0
10,87_1,87,5.597,0.4446489251833034,2.0,0.0,21.0,18.01850900231944,7.666666666666667,4.496912521077347,1.0,1.4142135623730951,0.0,0.0,11.666666666666666,10.96458946893235,1.3333333333333333,1.8856180831641267,1.6666666666666667,2.357022603955158,1.3333333333333333,1.8856180831641267,0.6666666666666666,0.9428090415820634,0.6666666666666666,0.9428090415820634,0.0,0.0,2.0,2.8284271247461903,5.666666666666667,8.013876853447538,1.0,1.4142135623730951,11.333333333333334,8.055363982396381,0.0,0.0,0.0,0.0,28.33333333333333,2.3570226039551585,0.0,0.0,0.0,0.0,0.0,0.0,2.333333333333333,3.2998316455372216,-8.813703703703704,13.263240378432291,15.183590192795466,7.290461647818695,52.29796296296297,56.115769792547184,82.52212550210866,31.094596361453505,-16.088333333333328,93.08965279453678,86.58376636097829,23.615502283836708,222.8769444444445,128.96250532891284,106.95094207814718,125.1306106631762,13.0
11,87_1,87,3.986666666666667,1.1020418423191665,2.0,0.816496580927726,4.333333333333333,4.784233364802441,1.3333333333333333,0.9428090415820634,3.6666666666666665,5.185449728701348,0.0,0.0,8.666666666666666,10.143416036468626,1.0,1.4142135623730951,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,4.666666666666667,6.599663291074443,2.333333333333333,3.2998316455372216,10.666666666666666,8.219218670625303,0.0,0.0,0.0,0.0,28.666666666666668,0.9428090415820634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.657592592592591,20.68269922891328,10.409195129729149,7.872920018094004,80.41574074074074,27.258103745889468,77.19741382849197,22.81442621594783,-22.273888888888887,108.2647785481228,61.5021516951522,7.425640107242553,203.7329629629629,80.86385172599462,88.74323192843299,34.387036287279635,13.666666666666666
12,87_1,87,7.578,2.561475746518011,2.6666666666666665,0.4714045207910317,16.0,20.54263858417414,3.6666666666666665,5.185449728701348,5.666666666666667,4.642796092394707,1.0,1.4142135623730951,9.0,9.93310961716756,1.6666666666666667,2.357022603955158,0.3333333333333333,0.4714045207910317,1.6666666666666667,2.357022603955158,0.3333333333333333,0.4714045207910317,1.0,1.4142135623730951,0.0,0.0,0.3333333333333333,0.4714045207910317,1.6666666666666667,2.357022603955158,5.0,6.377042156569663,8.333333333333334,9.741092797468305,0.0,0.0,0.0,0.0,26.0,5.656854249492381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.171666666666669,21.66383729389363,9.90327266485822,8.322540497966159,63.83277777777778,28.256428483042296,77.89615998902987,21.1801614611178,-12.967222222222224,67.64780813198406,89.46456468361556,26.415272452673,214.4141666666667,77.64828387898764,103.2647761000736,80.54940625348338,13.666666666666666
13,87_1,87,7.608,2.7354624228211697,2.0,0.0,12.333333333333334,8.73053390247253,3.6666666666666665,4.496912521077348,0.0,0.0,0.0,0.0,11.666666666666666,11.556623882239812,0.0,0.0,0.6666666666666666,0.9428090415820634,1.3333333333333333,1.8856180831641267,0.0,0.0,0.6666666666666666,0.9428090415820634,0.0,0.0,0.6666666666666666,0.9428090415820634,2.0,2.8284271247461903,4.0,4.96655480858378,14.333333333333334,10.780641085864152,0.0,0.0,0.0,0.0,28.33333333333333,2.3570226039551585,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,-6.799285714285715,15.98138430085128,12.264564504419347,9.442936379438684,48.414550264550265,42.85194521481803,85.36408290086193,27.29240479822269,-17.748108465608464,76.0907250062676,84.02074722164856,11.762362269372112,258.7259391534391,172.4116715564927,111.64865211656692,82.89414228133292,13.666666666666666
14,87_1,87,1.5296666666666667,2.1632753459100447,0.3333333333333333,0.4714045207910317,18.666666666666668,20.99735433069816,3.333333333333333,2.867441755680876,10.0,10.198039027185567,0.0,0.0,5.0,5.656854249492381,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.242640687119285,2.333333333333333,3.2998316455372216,12.0,5.715476066494082,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.984814814814815,11.856502932862716,13.990432045209523,8.047435695342893,72.9925925925926,49.133733966014354,79.28968447789613,40.75195343855589,18.694814814814816,32.410174748511935,117.0184627330818,5.729601997640674,204.6079629629629,129.27134440420522,76.02876546051108,68.72357193777101,14.0
15,87_1,87,8.931333333333333,0.9623867321520092,5.0,0.816496580927726,0.0,0.0,0.0,0.0,6.666666666666667,8.73053390247253,0.3333333333333333,0.4714045207910317,7.0,4.320493798938574,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,2.333333333333333,3.2998316455372216,5.666666666666667,3.39934634239519,10.666666666666666,5.734883511361751,0.0,0.0,0.0,0.0,24.666666666666668,7.542472332656507,0.6666666666666666,0.9428090415820634,0.3333333333333333,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317,-2.6146296296296287,12.50451038241714,10.734011079906509,6.706353849856833,63.90166666666667,67.22546272722032,62.76318365283205,22.934010830224995,57.91481481481481,55.276769315821205,91.87038865575396,16.50894245671327,224.27527777777777,121.60832290278654,98.09688988145167,90.72592282622249,14.0
16,87_1,87,5.556333333333334,2.261789900843037,2.333333333333333,0.4714045207910317,3.6666666666666665,2.0548046676563256,0.0,0.0,1.3333333333333333,1.247219128924647,0.0,0.0,12.0,4.898979485566356,0.0,0.0,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317,2.0,2.8284271247461903,1.0,0.816496580927726,5.333333333333333,4.496912521077348,0.0,0.0,0.0,0.0,28.666666666666668,1.8856180831641267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.216137566137566,9.93894692126938,9.24420875788418,6.365120127459947,102.66763227513223,15.377675155196007,56.37001959053834,12.85354028405527,-11.884880952380954,80.9131586428483,87.41552945346837,23.702783964915472,262.6346296296296,154.05624834398552,81.93665861598926,52.63595368442224,14.0
17,87_1,87,6.727,1.0171532169081838,3.0,0.0,4.0,5.656854249492381,5.0,7.071067811865476,6.0,8.48528137423857,0.0,0.0,10.666666666666666,13.02134998974974,0.6666666666666666,0.9428090415820634,0.6666666666666666,0.9428090415820634,5.0,7.071067811865476,0.6666666666666666,0.9428090415820634,4.333333333333333,6.128258770283413,0.0,0.0,0.6666666666666666,0.9428090415820634,9.333333333333334,13.199326582148888,1.6666666666666667,1.699673171197595,15.333333333333334,10.530379332620877,0.0,0.0,0.0,0.0,26.0,5.656854249492381,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317,-2.1044444444444443,9.188319510775557,12.096346220990013,7.1161284437442935,95.91333333333334,39.53891418824226,78.37020262008362,32.08239367440697,47.07,90.83073566112266,100.41792748046524,19.206279638833184,310.3408333333333,256.52646453342487,82.98073724357484,68.2827400883012,14.0
18,87_1,87,10.116666666666667,0.7880525927175731,2.6666666666666665,0.4714045207910317,11.666666666666666,16.49915822768611,0.0,0.0,7.666666666666667,10.842303978193728,0.3333333333333333,0.4714045207910317,6.0,6.48074069840786,0.0,0.0,0.3333333333333333,0.4714045207910317,2.0,2.8284271247461903,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,0.3333333333333333,0.4714045207910317,6.333333333333333,8.259674462242579,2.333333333333333,2.6246692913372702,7.0,3.559026084010437,0.0,0.0,0.0,0.0,29.666666666666668,0.4714045207910317,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,2.0,2.160246899469287,-2.843439153439153,10.803236096813272,10.082360316936123,6.697956336498935,76.51156084656084,64.13371697218163,72.39419861555204,29.26248674034556,79.0847619047619,54.83976857212835,76.66142883184885,23.05442870548564,186.9860582010582,87.91011353414932,122.84174369402126,77.42571249183723,12.333333333333334
19,87_1,87,4.003333333333333,2.3939081482425806,1.6666666666666667,0.4714045207910317,15.0,17.795130420052185,5.0,4.546060565661952,6.0,4.546060565661952,0.0,0.0,8.0,9.93310961716756,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.357022603955158,6.0,4.898979485566356,5.333333333333333,3.299831645537222,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.835185185185185,11.210454118815552,7.276479676791663,5.998178259608561,93.54222222222224,36.21781918535696,59.38552607485141,23.51538432828967,29.64507936507937,83.27564372676945,90.01764660672991,29.675886561109696,141.8293253968254,38.52995236029197,27.9834037172654,10.72219764262461,13.666666666666666
20,87_1,87,2.688333333333333,1.207213412045369,1.3333333333333333,0.4714045207910317,55.0,77.78174593052023,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0,0.0,6.666666666666667,8.013876853447538,1.3333333333333333,1.247219128924647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,3.771236166328253,5.0,6.377042156569663,9.666666666666666,7.760297817881877,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8759259259259254,11.108702593895288,9.24502074468869,7.166270723359648,90.8172222222222,24.321285081687016,66.58631464057048,9.281958196271008,50.02685185185186,85.59113168737389,78.31413474603708,28.96940624623472,159.4459259259259,42.48520184292915,33.67151205765358,1.4152795606622537,13.666666666666666
21,87_1,87,3.8496666666666655,2.9908478545203345,2.333333333333333,1.699673171197595,70.0,98.99494936611666,0.0,0.0,1.0,1.4142135623730951,0.0,0.0,8.0,5.715476066494082,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.816496580927726,4.666666666666667,4.642796092394707,11.333333333333334,8.65383665716478,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1471164021164022,9.648962960183496,9.207137505059547,6.01417269088921,95.42550264550265,30.135151231038027,61.832192114652855,21.511731188137887,52.29068783068783,48.96582312260046,90.25568425530042,23.053044198745585,178.55732804232807,52.99114332688893,83.86480840295239,38.03529223020059,14.0
22,87_1,87,3.414333333333333,2.844651160023355,1.6666666666666667,1.247219128924647,17.666666666666668,24.98443960192468,0.3333333333333333,0.4714045207910317,5.0,3.559026084010437,0.0,0.0,7.0,6.48074069840786,1.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.494438257849294,5.666666666666667,4.496912521077348,9.666666666666666,6.599663291074444,0.0,0.0,0.0,0.0,29.666666666666668,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.816496580927726,-2.9657804232804232,7.815554689468331,9.072131952462636,2.752584978000387,86.66396825396824,23.82361397904592,65.8369924627594,18.07046666191217,10.95436507936508,38.865485962122925,113.48858690215536,11.033447632665576,173.4551124338624,42.16389436816218,142.86956258848815,55.35344514476442,14.0
23,87_1,87,2.529666666666667,2.335577349512441,1.3333333333333333,0.4714045207910317,10.333333333333334,14.613540144521982,10.333333333333334,12.552113589175152,3.6666666666666665,3.858612300930076,1.0,0.816496580927726,12.0,10.801234497346432,0.3333333333333333,0.4714045207910317,0.0,0.0,0.6666666666666666,0.9428090415820634,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,3.858612300930076,4.666666666666667,2.6246692913372702,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.4714045207910317,-8.719259259259259,14.710420044564232,13.94624106946222,7.060465071674105,92.74486772486772,28.36873389528672,62.25170676545005,20.767454327981053,18.529232804232805,81.60375669551566,96.21860272385408,27.093382252640644,179.07108465608465,87.8843237269224,61.06103138948556,47.42695600730446,13.666666666666666
24,87_1,87,3.0843333333333334,2.1865507591231954,2.0,1.4142135623730951,23.666666666666668,33.46972097616325,0.3333333333333333,0.4714045207910317,6.333333333333333,4.921607686744467,0.3333333333333333,0.4714045207910317,6.666666666666667,6.236095644623235,0.6666666666666666,0.9428090415820634,0.0,0.0,0.6666666666666666,0.9428090415820634,0.6666666666666666,0.9428090415820634,0.6666666666666666,0.9428090415820634,0.0,0.0,0.0,0.0,1.3333333333333333,1.8856180831641267,6.0,5.354126134736337,8.0,6.97614984548545,0.0,0.0,0.0,0.0,29.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.247219128924647,-4.736534391534391,8.974571550481462,12.012181612280566,6.057495258015632,83.07253968253968,31.67322319660377,74.18016932053284,28.7513909989895,15.222513227513224,67.43028790606418,109.30703048635104,27.801445518972965,160.41701719576722,65.09337631785112,83.49894122857049,71.5636268261784,13.666666666666666
25,87_1,87,5.055000000000001,4.1491966290676885,1.3333333333333333,0.9428090415820634,4.666666666666667,6.599663291074443,0.3333333333333333,0.4714045207910317,3.0,2.160246899469287,0.0,0.0,11.333333333333334,10.07747763855398,0.0,0.0,0.0,0.0,2.0,2.8284271247461903,1.0,1.4142135623730951,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,3.0,4.242640687119285,3.333333333333333,3.39934634239519,7.0,6.48074069840786,0.0,0.0,0.0,0.0,25.666666666666668,4.189935029992178,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.242640687119285,-15.918055555555554,26.036263958084724,11.35335455608704,5.310378447809798,22.23527777777777,63.126395093983696,73.88559226698256,29.696357973411203,-1.4339814814814815,59.74977751320275,86.48722532974021,23.313897479696827,145.38375,68.32077111240415,82.89044136983898,55.21754124837144,13.666666666666666
26,87_1,87,5.559333333333332,4.346422385773793,1.0,0.816496580927726,1.3333333333333333,1.8856180831641267,1.0,1.4142135623730951,7.0,6.683312551921141,0.6666666666666666,0.9428090415820634,6.333333333333333,7.586537784494029,1.0,0.816496580927726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,6.333333333333333,6.944222218666553,11.333333333333334,6.649979114420001,0.0,0.0,0.0,0.0,29.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.9428090415820634,-2.007023809523809,6.281576276672305,8.94973738036744,2.853718012718164,105.81674603174604,19.61171830109724,53.989512042200566,3.2301204243866217,33.60492063492063,57.45051494523713,99.39541609871826,38.51541175223223,186.8441468253968,51.95441014994361,75.29143127499107,25.54857087756387,14.0
27,87_1,87,7.597333333333332,3.063529808715575,2.0,0.816496580927726,13.333333333333334,18.856180831641264,1.3333333333333333,1.8856180831641267,8.0,8.640987597877148,0.3333333333333333,0.4714045207910317,6.333333333333333,7.586537784494029,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,7.333333333333333,4.9216076867444665,14.0,7.25718035235908,0.0,0.0,0.0,0.0,29.666666666666668,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.8856180831641267,-1.2015476190476198,8.418430596351874,8.633924166485604,6.111513543957051,122.3176851851852,26.002621287154017,46.84834273506332,28.392324478271952,49.35630952380953,58.21546977867136,107.98815717990516,32.04428119403727,182.4646164021164,23.33174840989812,58.65997919219907,26.74696298733892,14.0
28,87_1,87,3.5073333333333334,3.013227984884132,1.3333333333333333,0.4714045207910317,0.6666666666666666,0.9428090415820634,118.66666666666669,167.82000940160728,8.666666666666666,9.46337971105226,0.0,0.0,8.666666666666666,6.182412330330469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.8856180831641267,4.666666666666667,3.6817870057290873,17.666666666666668,8.219218670625303,0.0,0.0,0.6666666666666666,0.9428090415820634,28.33333333333333,1.247219128924647,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317,-4.101666666666666,9.648514374225163,9.059084795288497,7.640525417759373,104.3098148148148,45.265943457588776,62.36259370520759,32.57868854963852,45.49296296296296,71.26988124373837,100.82508118470066,23.65980757376818,251.62981481481484,101.8686936057948,76.6566442046186,42.396933654317166,13.666666666666666
